restaurant,menu_name,menu_category,weight_g,price_krw,calorie_kcal,protein_g,sugar_g,saturated_fat_g,sodium_mg,caffeine_mg,nutrition_basis,total_weight_g
파파존스,불닭 까르보 치킨 피자(F 골드링),피자,155,,411,22,11,5,869,,,
파파존스,불닭 까르보 치킨 피자(P 골드링),피자,167,,443,24,12,5,936,,,
파파존스,불닭 까르보 치킨 피자(F 씬),피자,186,,520,25,3,7,1074,,,
파파존스,불닭 까르보 치킨 피자(F 골드링씬),피자,123,,342,16,6,5,634,,,
파파존스,불닭 까르보 치킨 피자(L 스파이시갈릭치즈롤),피자,107,,282,15,4,4,643,,,
파파존스,불닭 까르보 치킨 피자(F 스파이시갈릭치즈롤),피자,148,,391,21,6,5,889,,,
파파존스,불닭 까르보 치킨 피자(P 스파이시갈릭치즈롤),피자,159,,421,23,6,6,958,,,
파파존스,불닭 까르보 치킨 피자(L 크루아상),피자,166,,495,21,6,7,956,,,
파파존스,불닭 까르보 치킨 피자(L 체다치즈롤),피자,107,,275,15,4,4,685,,,
파파존스,불닭 까르보 치킨 피자(F 체다치즈롤),피자,149,,380,21,5,5,947,,,
파파존스,불닭 까르보 치킨 피자(P 체다치즈롤),피자,160,,409,22,6,5,1020,,,
파파존스,브래드스틱,사이드,149,,471,16,8,1,978,,,
파파존스,치즈스틱,사이드,210,,683,26,10,10,1408,,,
파파존스,베이컨치즈스틱,사이드,249,,739,30,12,10,1635,,,
파파존스,치킨스트립,사이드,120,,222,20,0,2,636,,,
파파존스,파파스 파스타(미트),사이드,367,,473,24,6,8,1204,,,
파파존스,파파스 파스타(화이트),사이드,387,,632,25,6,18,1263,,,
파파존스,파파스 파스타(로제),사이드,390,,528,29,9,10,1129,,,
파파존스,파파스윙,사이드,156,,281,30,3,3,1078,,,
파파존스,더블초코칩브라우니,사이드,160,,712,7,67,10,297,,,
파파존스,파파 코울슬로,사이드,100,,179,1,18,2,310,,,
파파존스,파파 콘샐러드,사이드,100,,150,1,11,1,400,,,
파파존스,메가 초코칩 쿠키,사이드,153,,712,7,66,18,384,,,
파파존스,바베큐립 콤보,사이드,153,,396,23,11,6,796,,,
파파존스,코카-콜라 제로 500ml,음료,500,,0,0,0,0,30,,,
파파존스,미닛 메이드 오렌지 350ml,음료,350,,132,2,26,0,95,,,
파파존스,미닛메이드 오렌지 1.5L,음료,1500,,720,0,180,0,90,,,
파파존스,스프라이트 1.5L,음료,1500,,660,0,165,0,135,,,
파파존스,스프라이트 500ml,음료,500,,228,0,57,0,47,,,
파파존스,코카-콜라 1.25L,음료,1250,,550,0,138,0,38,,,
파파존스,코카-콜라 500ml,음료,500,,216,0,54,0,15,,,
파파존스,코카-콜라 제로 1.25L,음료,1250,,0,0,0,0,75,,,
파파존스,스프라이트 제로 500ml,음료,500,,0,0,0,0,16,,,
파파존스,스프라이트 제로 1.5L,음료,1250,,0,0,0,0,45,,,
파파존스,프레쉬 피클,소스,100,,63,0,11,0,287,,,
파파존스,갈릭 디핑소스,소스,35,,180,0,0,3,164,,,
파파존스,허니머스타드,소스,12,,25,0,3,0,70,,,
파파존스,핫소스,소스,3.5,,2,0,0,0,62,,,
파파존스,토마토소스,소스,56,,35,1,3,0,260,,,
