restaurant,menu_name,menu_category,weight_g,price_krw,calorie_kcal,protein_g,sugar_g,saturated_fat_g,sodium_mg,caffeine_mg,nutrition_basis
파리바게뜨,1일1스틱 푸룬 젤리스틱,,175,,155.4,0,2,0,15,,
파리바게뜨,1일1스틱 석류 젤리스틱,,175,,122.5,1,2,0,10,,
파리바게뜨,1일1스틱 애사비 젤리스틱,,175,,49,0,0.2,0,10,,
파리바게뜨,샤인머스캣 젤리,,140,,107,0,21,0.7,120,,
파리바게뜨,[파란라벨]저당 카카오 케이크,,370,,355,5,3,14,90,,
파리바게뜨,촉촉한 바나나케익,,80,,298,5,23,5,90,,
파리바게뜨,촉촉한 딸기케익,,80,,302,5,23,5,90,,
파리바게뜨,마늘빵,,21,,70,1,3,0.9,90,,
파리바게뜨,에그쉬림프 샌드위치,,235,,470,18,9,4.2,730,,
파리바게뜨,쿠키앤크림마카롱아이스크림,,,,280,5,25,6,30,,
파리바게뜨,메론아이스캔디,,65,,110,2,14,2.6,0,,
파리바게뜨,팥아이스캔디,,,,140,2,14,2.7,0,,
파리바게뜨,초코아이스캔디,,,,120,2,12,4.3,10,,
파리바게뜨,샤인머스캣 그린티,,20,,0,,,,,,
파리바게뜨,커즈 마인,,6,,0,,,,,,
파리바게뜨,플로럴 캐모마일,,20,,0,,,,,,
파리바게뜨,쇼콜라티 실론,,20,,0,,,,,,
파리바게뜨,오렌지 보스,,6,,0,,,,,,
파리바게뜨,로만밀 에그타르타르 샌드위치,,195,,525,18,10,8,1290,,
파리바게뜨,새우갈릭볶음밥,,,,360,8,3,2.4,660,,
파리바게뜨,하트초코 프레첼,,70,,325,6,13,9,410,,
파리바게뜨,딸기라떼 랑그드샤,,52,,309,4,21,11,65,,
파리바게뜨,초코티라미수 랑그드샤,,52,,300,4,21,10,60,,
파리바게뜨,[파란라벨]고단백 서리태 카스테라,,460,,335,11,32,2.7,45,,
파리바게뜨,바닷속 아기상어 케이크,,525,,,5,22,13,140,,
파리바게뜨,뽀로로와 놀이동산 가요,,655,,,5,22,13,110,,
파리바게뜨,곡물 가득 치킨 아몬드 샌드위치,,180,,410,15,8,2.1,680,,
파리바게뜨,한입만 햄치즈롤(가성비),,65,,125,4,4,1.8,270,,
파리바게뜨,티트라 블렌딩 컬렉션,,40,,0,,,,,,
파리바게뜨,말차라떼 랑그드샤,,52,,309,4,17,11,65,,
파리바게뜨,햄치즈 피크닉 샌드위치,,85,,225,8,5,5,470,,
파리바게뜨,빅! 우피파이,,42,,166,3,14,2.1,62,,
파리바게뜨,치즈가 부드러운 시간,,170,,615,14,20,17,580,,
파리바게뜨,카페모카,,235,,220,6,25,4.5,115,,
파리바게뜨,아이스 카라멜 마끼아또,,345,,210,5,23,3.5,100,,
파리바게뜨,초코가 달콤한 시간,,180,,740,8,52,25,280,,
파리바게뜨,바사삭 초코 딸기,,40,,210,,22,11,25,,
파리바게뜨,쏘유 저당 렌틸콩 두유,,190,,90,6,1.5,1.5,170,,
파리바게뜨,샤인머스캣 그린티 제로,,500,,0,0,0,0,25,,
파리바게뜨,루이보스(오렌지보스),,250,,0,0,0,0,20,,
파리바게뜨,(HOT) 문경 오미자 차,,271,,155,0,36,0,10,,
파리바게뜨,아이스 문경 오미자차,,366,,130,0,31,0,10,,
파리바게뜨,제주 말차 라떼,,240,,160,7,11,5,110,,
파리바게뜨,저당 요거트 쉐이크,,480,,290,11,12.8,5.6,181.4,,
파리바게뜨,햄치즈 베이글 샌드위치,,175,,430,17,7,3.9,1090,,
파리바게뜨,단팥소보루빵,,74,,250,6,16,3.4,180,,
파리바게뜨,담백한 두부 샐러드,,210,,170,6,4,1.3,350,,
파리바게뜨,멜론 크러시,,480,,236,0,58,0,15,,
파리바게뜨,비타 크러시,,480,,285,0.9,70,0,10,,
파리바게뜨,베리밤 팥빙수,,601,,,13,97,1.5,180,,
파리바게뜨,불고기 샐러드,,162,,231,11,8,3.1,620,,
파리바게뜨,진한 초코 브라우니 쿠키,,120,,520,7,33,15,260,,
파리바게뜨,복덕밤만주,,351,,990,18,108,6.0,630,,
파리바게뜨,고운단팥행복만주(낱개),,50,,155,3,10,0.5,60,,
파리바게뜨,트러플 에그 샌드위치,,235,,655,19,13,7,950,,
파리바게뜨,버터 크라상 파이(8개입),,120,,600,8,32,16.8,560,,
파리바게뜨,제주 천혜향 파운드,,48,,160,3,12,2.8,75,,
파리바게뜨,치즈 파운드,,42,,130,2,10,4.5,90,,
파리바게뜨,버터 크라상 파이(낱개),,15,,75,1,4,2.1,70,,
파리바게뜨,브라우니 쿠키,,35,,150,2,9,3.4,100,,
파리바게뜨,감자쫀떡(2개입),,290,,,4,26,10,290,,
파리바게뜨,아워벌스데이 케이크,,400,,,5,33,19,115,,
파리바게뜨,초코멜로베어 밀크,,38,,155,2,22,2,15,,
파리바게뜨,[파란라벨]저당 카카오 케이크(조각),,100,,350,5,2,13,90,,
파리바게뜨,쉬림프 포테이토 샐러드,,170,,210,7,9,1.5,360,,
파리바게뜨,부드러운 상미종 생(生)식빵,,415,,280,8,9,2.5,450,,
파리바게뜨,[파란라벨]단백질 로만밀 식빵,,450,,280,9,8,2.2,420,,
파리바게뜨,초코 소라빵,,65,,215,5,10,4.7,140,,
파리바게뜨,카라멜 라떼 크림빵,,73,,250,5,7,6,220,,
파리바게뜨,오리지널 머핀,,150,,620,7,44,4.2,410,,
파리바게뜨,초콜릿 머핀,,150,,570,8,34,5,500,,
파리바게뜨,청송사과롤케익,,490,,330,5,26,5,130,,
파리바게뜨,초코카스테라,,80,,285,6,23,3.5,120,,
파리바게뜨,치즈 듬뿍 어니언,,160,,565,15,11,9,710,,
파리바게뜨,달콤 꽈배기도넛,,65,,260,4,9,2.5,260,,
파리바게뜨,밤소보루 맘모스(1/2),,140,,415,9,25,6,280,,
파리바게뜨,NEW 마늘바게뜨,,265,,800,22,15,7,1410,,
파리바게뜨,우유 듬뿍 연유브레드(대),,280,,1000,17,36,35,1150,,
파리바게뜨,미니 호두아몬드 크림치즈빵(5개입),,135,,465,12,16,8,460,,
파리바게뜨,딸기롤페스츄리(3개입),,108,,360,5,25,9,310,,
파리바게뜨,매콤할라 소시지빵(4개입),,112,,395,12,5,12,720,,
파리바게뜨,케익꽈배기도넛,,72,,285,4,9,4.9,260,,
파리바게뜨,카스테라생크림도넛,,69,,285,3,9,6,160,,
파리바게뜨,반반 후.크.샌 연유와 옥수수,,245,,880,18,33,20,810,,
파리바게뜨,단팥소보루,,120,,345,9,22,4,230,,
파리바게뜨,소보루빵,,85,,335,7,16,6,220,,
파리바게뜨,맘모스브레드,,330,,1215,24,69,20,920,,
파리바게뜨,옛날왕슈크림도넛,,95,,315,6,12,2.4,290,,
파리바게뜨,단팥빵,,110,,275,8,18,2.5,190,,
파리바게뜨,슈크림빵,,84,,250,6,13,3.1,180,,
파리바게뜨,양파치즈브레드,,246,,795,21,15,10,1160,,
파리바게뜨,프렌치 뀐아망,,68,,325,4,17,13,340,,
파리바게뜨,밤소보루 맘모스,,280,,830,18,49,11,560,,
파리바게뜨,달콤고소한 밤소보루브레드,,250,,635,19,32,9,890,,
파리바게뜨,프렌치바게뜨,,248,,615,22,1,0,1330,,
파리바게뜨,추억의 생도나스,,78,,335,7,14,3.3,180,,
파리바게뜨,체다치즈와 고다치즈를 더한 롤치즈빵,,135,,420,13,9,5,750,,
